ticket_id,department,category,priority,status,created_at,resolved_at,created_on,sla_hours,elapsed_hours,resolution_hours,sla_state,is_open,snapshot_at
INC-0050,Operations,Network,High,Resolved,2026-08-30T14:30:50Z,2026-08-30T18:37:26Z,2026-08-30,8,4.11,4.11,Met,0,2026-09-14T00:00:00Z
INC-0051,People & Culture,Device,Low,Resolved,2026-09-06T10:56:56Z,2026-09-11T14:11:20Z,2026-09-06,72,123.24,123.24,Breached,0,2026-09-14T00:00:00Z
INC-0052,People & Culture,Access,Medium,Open,2026-09-12T13:24:32Z,,2026-09-12,24,34.5911,,Overdue,1,2026-09-14T00:00:00Z
INC-0053,ICT,Device,Medium,Resolved,2026-08-24T19:14:54Z,2026-08-25T07:25:42Z,2026-08-24,24,12.18,12.18,Met,0,2026-09-14T00:00:00Z
INC-0054,Sales,Reporting,Low,Resolved,2026-08-24T01:26:31Z,2026-08-29T08:45:43Z,2026-08-24,72,127.32,127.32,Breached,0,2026-09-14T00:00:00Z
INC-0055,Operations,Reporting,Medium,Resolved,2026-09-02T05:54:08Z,2026-09-04T00:06:08Z,2026-09-02,24,42.2,42.2,Breached,0,2026-09-14T00:00:00Z
INC-0056,Sales,Business application,Medium,Resolved,2026-08-26T12:01:34Z,2026-08-27T06:50:46Z,2026-08-26,24,18.82,18.82,Met,0,2026-09-14T00:00:00Z
INC-0057,ICT,Access,Medium,Resolved,2026-08-24T12:18:50Z,2026-08-25T00:36:50Z,2026-08-24,24,12.3,12.3,Met,0,2026-09-14T00:00:00Z
INC-0058,ICT,Business application,Critical,Resolved,2026-08-31T12:21:19Z,2026-08-31T16:42:19Z,2026-08-31,4,4.35,4.35,Breached,0,2026-09-14T00:00:00Z
INC-0059,Operations,Access,Low,Resolved,2026-08-22T15:15:11Z,2026-08-27T10:01:59Z,2026-08-22,72,114.78,114.78,Breached,0,2026-09-14T00:00:00Z
INC-0060,People & Culture,Access,Medium,Resolved,2026-08-23T12:25:53Z,2026-08-23T16:52:17Z,2026-08-23,24,4.44,4.44,Met,0,2026-09-14T00:00:00Z
INC-0061,Sales,Business application,High,Open,2026-09-13T09:22:05Z,,2026-09-13,8,14.6319,,Overdue,1,2026-09-14T00:00:00Z
INC-0062,Sales,Business application,Medium,Resolved,2026-09-08T04:42:39Z,2026-09-09T05:13:51Z,2026-09-08,24,24.52,24.52,Breached,0,2026-09-14T00:00:00Z
INC-0063,People & Culture,Access,High,In Progress,2026-09-13T08:47:54Z,,2026-09-13,8,15.2017,,Overdue,1,2026-09-14T00:00:00Z
INC-0064,ICT,Reporting,Medium,Open,2026-09-12T09:59:46Z,,2026-09-12,24,38.0039,,Overdue,1,2026-09-14T00:00:00Z
INC-0065,People & Culture,Reporting,Medium,In Progress,2026-09-13T03:30:26Z,,2026-09-13,24,20.4928,,At risk,1,2026-09-14T00:00:00Z
INC-0066,Operations,Network,Medium,Resolved,2026-08-27T09:39:12Z,2026-08-28T13:39:48Z,2026-08-27,24,28.01,28.01,Breached,0,2026-09-14T00:00:00Z
INC-0067,ICT,Reporting,Medium,In Progress,2026-09-12T22:08:45Z,,2026-09-12,24,25.8542,,Overdue,1,2026-09-14T00:00:00Z
INC-0068,Operations,Access,Medium,Resolved,2026-08-24T01:52:59Z,2026-08-24T14:21:11Z,2026-08-24,24,12.47,12.47,Met,0,2026-09-14T00:00:00Z
INC-0069,Sales,Reporting,Medium,Resolved,2026-09-02T19:24:40Z,2026-09-03T08:12:40Z,2026-09-02,24,12.8,12.8,Met,0,2026-09-14T00:00:00Z
INC-0070,People & Culture,Reporting,High,Resolved,2026-08-30T08:29:51Z,2026-08-30T20:40:03Z,2026-08-30,8,12.17,12.17,Breached,0,2026-09-14T00:00:00Z
INC-0071,ICT,Device,Low,Open,2026-09-13T14:43:06Z,,2026-09-13,72,9.2817,,On track,1,2026-09-14T00:00:00Z
INC-0072,ICT,Business application,High,In Progress,2026-09-13T07:41:57Z,,2026-09-13,8,16.3008,,Overdue,1,2026-09-14T00:00:00Z
INC-0073,Sales,Device,Low,Resolved,2026-09-10T07:15:32Z,2026-09-12T01:04:44Z,2026-09-10,72,41.82,41.82,Met,0,2026-09-14T00:00:00Z
INC-0074,People & Culture,Reporting,Medium,Resolved,2026-08-28T02:36:32Z,2026-08-28T07:23:20Z,2026-08-28,24,4.78,4.78,Met,0,2026-09-14T00:00:00Z
INC-0075,People & Culture,Access,Critical,Resolved,2026-08-27T11:22:38Z,2026-08-27T15:40:38Z,2026-08-27,4,4.3,4.3,Breached,0,2026-09-14T00:00:00Z
INC-0076,ICT,Device,High,Open,2026-09-13T08:50:28Z,,2026-09-13,8,15.1589,,Overdue,1,2026-09-14T00:00:00Z
INC-0077,People & Culture,Reporting,Medium,Open,2026-09-11T18:13:14Z,,2026-09-11,24,53.7794,,Overdue,1,2026-09-14T00:00:00Z
INC-0078,Operations,Device,Medium,Open,2026-09-13T00:12:51Z,,2026-09-13,24,23.7858,,At risk,1,2026-09-14T00:00:00Z
INC-0079,Operations,Network,Medium,Resolved,2026-09-05T07:12:16Z,2026-09-06T07:51:52Z,2026-09-05,24,24.66,24.66,Breached,0,2026-09-14T00:00:00Z
INC-0080,Finance,Device,Medium,Open,2026-09-13T09:56:26Z,,2026-09-13,24,14.0594,,On track,1,2026-09-14T00:00:00Z
INC-0081,ICT,Device,Medium,Resolved,2026-08-22T00:33:10Z,2026-08-22T05:09:46Z,2026-08-22,24,4.61,4.61,Met,0,2026-09-14T00:00:00Z
INC-0082,ICT,Reporting,Low,Resolved,2026-09-01T00:05:19Z,2026-09-05T02:37:07Z,2026-09-01,72,98.53,98.53,Breached,0,2026-09-14T00:00:00Z
INC-0083,Sales,Network,Medium,Resolved,2026-08-23T02:43:03Z,2026-08-24T08:46:03Z,2026-08-23,24,30.05,30.05,Breached,0,2026-09-14T00:00:00Z
INC-0084,Sales,Device,Low,In Progress,2026-09-09T05:00:13Z,,2026-09-09,72,114.9964,,Overdue,1,2026-09-14T00:00:00Z
INC-0085,Sales,Network,Medium,Resolved,2026-08-28T07:31:56Z,2026-08-29T03:15:08Z,2026-08-28,24,19.72,19.72,Met,0,2026-09-14T00:00:00Z
INC-0086,Sales,Access,Medium,Resolved,2026-08-24T18:09:56Z,2026-08-26T12:30:56Z,2026-08-24,24,42.35,42.35,Breached,0,2026-09-14T00:00:00Z
INC-0087,Finance,Device,Medium,Resolved,2026-09-10T05:01:56Z,2026-09-11T08:40:20Z,2026-09-10,24,27.64,27.64,Breached,0,2026-09-14T00:00:00Z
INC-0088,Operations,Network,Medium,Resolved,2026-08-27T13:15:15Z,2026-08-28T19:19:27Z,2026-08-27,24,30.07,30.07,Breached,0,2026-09-14T00:00:00Z
INC-0089,Operations,Reporting,Low,Open,2026-09-09T16:01:44Z,,2026-09-09,72,103.9711,,Overdue,1,2026-09-14T00:00:00Z
INC-0090,Sales,Device,Low,Resolved,2026-09-08T22:44:11Z,2026-09-11T00:29:11Z,2026-09-08,72,49.75,49.75,Met,0,2026-09-14T00:00:00Z
INC-0091,ICT,Access,Medium,In Progress,2026-09-11T15:24:25Z,,2026-09-11,24,56.5931,,Overdue,1,2026-09-14T00:00:00Z
INC-0092,Sales,Business application,Medium,In Progress,2026-09-11T22:38:49Z,,2026-09-11,24,49.3531,,Overdue,1,2026-09-14T00:00:00Z
INC-0093,Sales,Reporting,Medium,Resolved,2026-09-08T12:50:20Z,2026-09-09T15:53:56Z,2026-09-08,24,27.06,27.06,Breached,0,2026-09-14T00:00:00Z
INC-0094,Operations,Device,High,Resolved,2026-08-22T20:50:31Z,2026-08-23T02:44:31Z,2026-08-22,8,5.9,5.9,Met,0,2026-09-14T00:00:00Z
INC-0095,Finance,Business application,Medium,Resolved,2026-09-06T13:09:35Z,2026-09-07T04:46:47Z,2026-09-06,24,15.62,15.62,Met,0,2026-09-14T00:00:00Z
INC-0096,People & Culture,Access,High,Resolved,2026-09-05T18:04:05Z,2026-09-06T06:49:41Z,2026-09-05,8,12.76,12.76,Breached,0,2026-09-14T00:00:00Z
INC-0097,Sales,Business application,Medium,Resolved,2026-09-13T01:41:21Z,2026-09-13T09:08:21Z,2026-09-13,24,7.45,7.45,Met,0,2026-09-14T00:00:00Z
INC-0098,Finance,Business application,Low,Open,2026-09-08T11:34:13Z,,2026-09-08,72,132.4297,,Overdue,1,2026-09-14T00:00:00Z
INC-0099,Sales,Network,Low,In Progress,2026-09-09T05:35:54Z,,2026-09-09,72,114.4017,,Overdue,1,2026-09-14T00:00:00Z
INC-0100,ICT,Network,Medium,Resolved,2026-08-30T22:36:41Z,2026-08-31T16:02:29Z,2026-08-30,24,17.43,17.43,Met,0,2026-09-14T00:00:00Z
INC-0101,Finance,Device,High,Resolved,2026-09-01T18:20:15Z,2026-09-01T21:46:03Z,2026-09-01,8,3.43,3.43,Met,0,2026-09-14T00:00:00Z
INC-0102,Finance,Access,High,In Progress,2026-09-13T05:23:23Z,,2026-09-13,8,18.6103,,Overdue,1,2026-09-14T00:00:00Z
INC-0103,Finance,Access,High,Open,2026-09-13T19:36:21Z,,2026-09-13,8,4.3942,,On track,1,2026-09-14T00:00:00Z
INC-0104,Sales,Business application,Low,Resolved,2026-08-28T13:17:45Z,2026-09-02T19:17:09Z,2026-08-28,72,125.99,125.99,Breached,0,2026-09-14T00:00:00Z
INC-0105,People & Culture,Network,High,Open,2026-09-13T13:36:48Z,,2026-09-13,8,10.3867,,Overdue,1,2026-09-14T00:00:00Z
INC-0106,Operations,Device,High,Resolved,2026-08-22T07:35:08Z,2026-08-22T10:05:08Z,2026-08-22,8,2.5,2.5,Met,0,2026-09-14T00:00:00Z
INC-0107,People & Culture,Device,Medium,Resolved,2026-09-11T23:30:04Z,2026-09-12T15:15:40Z,2026-09-11,24,15.76,15.76,Met,0,2026-09-14T00:00:00Z
INC-0108,Operations,Network,Medium,Resolved,2026-08-24T19:02:53Z,2026-08-26T09:40:05Z,2026-08-24,24,38.62,38.62,Breached,0,2026-09-14T00:00:00Z
INC-0109,Finance,Access,Medium,Resolved,2026-09-09T11:37:10Z,2026-09-11T00:57:34Z,2026-09-09,24,37.34,37.34,Breached,0,2026-09-14T00:00:00Z
INC-0110,People & Culture,Network,Medium,Resolved,2026-09-07T01:23:41Z,2026-09-08T12:05:05Z,2026-09-07,24,34.69,34.69,Breached,0,2026-09-14T00:00:00Z
INC-0111,Finance,Network,Low,Resolved,2026-08-30T10:32:18Z,2026-09-04T00:47:54Z,2026-08-30,72,110.26,110.26,Breached,0,2026-09-14T00:00:00Z
INC-0112,Finance,Business application,Medium,In Progress,2026-09-12T10:56:09Z,,2026-09-12,24,37.0642,,Overdue,1,2026-09-14T00:00:00Z
INC-0113,Finance,Reporting,Medium,Resolved,2026-09-10T07:42:15Z,2026-09-11T00:59:39Z,2026-09-10,24,17.29,17.29,Met,0,2026-09-14T00:00:00Z
INC-0114,Finance,Network,Medium,In Progress,2026-09-12T23:42:51Z,,2026-09-12,24,24.2858,,Overdue,1,2026-09-14T00:00:00Z
INC-0115,Finance,Device,High,Resolved,2026-09-01T13:30:41Z,2026-09-02T02:48:41Z,2026-09-01,8,13.3,13.3,Breached,0,2026-09-14T00:00:00Z
INC-0116,ICT,Business application,Low,Resolved,2026-08-20T07:04:20Z,2026-08-22T14:15:44Z,2026-08-20,72,55.19,55.19,Met,0,2026-09-14T00:00:00Z
INC-0117,Finance,Reporting,Medium,Open,2026-09-13T21:05:26Z,,2026-09-13,24,2.9094,,On track,1,2026-09-14T00:00:00Z
INC-0118,ICT,Device,Critical,Resolved,2026-09-07T01:10:31Z,2026-09-07T05:25:31Z,2026-09-07,4,4.25,4.25,Breached,0,2026-09-14T00:00:00Z
INC-0119,People & Culture,Reporting,Medium,Resolved,2026-08-23T02:26:04Z,2026-08-24T05:48:52Z,2026-08-23,24,27.38,27.38,Breached,0,2026-09-14T00:00:00Z
INC-0120,People & Culture,Network,Critical,Resolved,2026-09-05T08:57:03Z,2026-09-05T11:21:03Z,2026-09-05,4,2.4,2.4,Met,0,2026-09-14T00:00:00Z
INC-0121,Sales,Network,Medium,Resolved,2026-09-03T12:05:46Z,2026-09-04T20:44:10Z,2026-09-03,24,32.64,32.64,Breached,0,2026-09-14T00:00:00Z
INC-0122,Finance,Access,Medium,Resolved,2026-08-25T05:12:11Z,2026-08-25T11:10:23Z,2026-08-25,24,5.97,5.97,Met,0,2026-09-14T00:00:00Z
INC-0123,ICT,Network,Low,Resolved,2026-08-29T09:55:47Z,2026-09-03T19:27:35Z,2026-08-29,72,129.53,129.53,Breached,0,2026-09-14T00:00:00Z
INC-0124,People & Culture,Business application,High,In Progress,2026-09-13T16:38:00Z,,2026-09-13,8,7.3667,,At risk,1,2026-09-14T00:00:00Z
INC-0125,Operations,Reporting,Medium,Resolved,2026-09-06T01:55:03Z,2026-09-07T06:20:51Z,2026-09-06,24,28.43,28.43,Breached,0,2026-09-14T00:00:00Z
INC-0126,ICT,Device,High,Resolved,2026-08-29T06:46:21Z,2026-08-29T13:16:57Z,2026-08-29,8,6.51,6.51,Met,0,2026-09-14T00:00:00Z
INC-0127,Sales,Access,Low,Resolved,2026-08-30T10:34:26Z,2026-09-03T11:36:14Z,2026-08-30,72,97.03,97.03,Breached,0,2026-09-14T00:00:00Z
INC-0128,Operations,Reporting,Critical,Open,2026-09-13T17:07:26Z,,2026-09-13,4,6.8761,,Overdue,1,2026-09-14T00:00:00Z
INC-0129,Sales,Network,Medium,In Progress,2026-09-12T01:01:32Z,,2026-09-12,24,46.9744,,Overdue,1,2026-09-14T00:00:00Z
INC-0130,ICT,Device,Medium,Resolved,2026-08-23T23:27:59Z,2026-08-25T16:54:59Z,2026-08-23,24,41.45,41.45,Breached,0,2026-09-14T00:00:00Z
INC-0131,Sales,Reporting,Medium,Resolved,2026-09-12T22:07:24Z,2026-09-13T18:21:48Z,2026-09-12,24,20.24,20.24,Met,0,2026-09-14T00:00:00Z
INC-0132,Sales,Network,High,Resolved,2026-08-28T09:10:58Z,2026-08-28T10:54:10Z,2026-08-28,8,1.72,1.72,Met,0,2026-09-14T00:00:00Z
INC-0133,ICT,Reporting,Medium,Resolved,2026-09-03T06:31:42Z,2026-09-04T15:35:18Z,2026-09-03,24,33.06,33.06,Breached,0,2026-09-14T00:00:00Z
INC-0134,Finance,Business application,Medium,In Progress,2026-09-13T08:38:39Z,,2026-09-13,24,15.3558,,On track,1,2026-09-14T00:00:00Z
INC-0135,Operations,Reporting,Medium,Resolved,2026-09-08T20:47:51Z,2026-09-09T22:06:27Z,2026-09-08,24,25.31,25.31,Breached,0,2026-09-14T00:00:00Z
INC-0136,Finance,Network,High,Resolved,2026-08-30T02:55:40Z,2026-08-30T08:23:16Z,2026-08-30,8,5.46,5.46,Met,0,2026-09-14T00:00:00Z
INC-0137,Finance,Access,Medium,Resolved,2026-09-07T09:30:29Z,2026-09-07T17:05:17Z,2026-09-07,24,7.58,7.58,Met,0,2026-09-14T00:00:00Z
INC-0138,Operations,Access,Medium,Resolved,2026-08-22T08:11:38Z,2026-08-23T21:39:50Z,2026-08-22,24,37.47,37.47,Breached,0,2026-09-14T00:00:00Z
INC-0139,People & Culture,Network,Medium,Resolved,2026-08-21T09:26:24Z,2026-08-22T17:28:48Z,2026-08-21,24,32.04,32.04,Breached,0,2026-09-14T00:00:00Z
INC-0140,ICT,Business application,High,Resolved,2026-08-27T03:13:42Z,2026-08-27T07:27:30Z,2026-08-27,8,4.23,4.23,Met,0,2026-09-14T00:00:00Z
INC-0141,ICT,Network,Medium,Resolved,2026-09-06T22:05:46Z,2026-09-08T03:26:10Z,2026-09-06,24,29.34,29.34,Breached,0,2026-09-14T00:00:00Z
INC-0142,People & Culture,Device,Medium,Resolved,2026-09-02T07:27:00Z,2026-09-02T16:15:00Z,2026-09-02,24,8.8,8.8,Met,0,2026-09-14T00:00:00Z
INC-0143,People & Culture,Reporting,Low,Resolved,2026-08-19T09:37:56Z,2026-08-23T10:51:44Z,2026-08-19,72,97.23,97.23,Breached,0,2026-09-14T00:00:00Z
INC-0144,Sales,Reporting,Low,Resolved,2026-08-29T16:57:26Z,2026-09-01T00:05:50Z,2026-08-29,72,55.14,55.14,Met,0,2026-09-14T00:00:00Z
INC-0145,Finance,Network,Medium,Resolved,2026-09-11T22:52:56Z,2026-09-12T22:50:32Z,2026-09-11,24,23.96,23.96,Met,0,2026-09-14T00:00:00Z
INC-0146,Operations,Business application,High,Resolved,2026-09-08T23:46:26Z,2026-09-09T01:29:38Z,2026-09-08,8,1.72,1.72,Met,0,2026-09-14T00:00:00Z
INC-0147,Operations,Reporting,Medium,In Progress,2026-09-11T18:10:56Z,,2026-09-11,24,53.8178,,Overdue,1,2026-09-14T00:00:00Z
INC-0148,ICT,Reporting,Medium,In Progress,2026-09-12T10:12:13Z,,2026-09-12,24,37.7964,,Overdue,1,2026-09-14T00:00:00Z
INC-0149,Operations,Device,High,Resolved,2026-09-09T17:54:41Z,2026-09-09T22:19:17Z,2026-09-09,8,4.41,4.41,Met,0,2026-09-14T00:00:00Z
INC-0150,Finance,Device,Medium,Resolved,2026-08-31T04:40:55Z,2026-08-31T08:16:55Z,2026-08-31,24,3.6,3.6,Met,0,2026-09-14T00:00:00Z
INC-0151,ICT,Business application,High,In Progress,2026-09-13T16:37:07Z,,2026-09-13,8,7.3814,,At risk,1,2026-09-14T00:00:00Z
INC-0152,ICT,Access,Critical,In Progress,2026-09-13T18:27:23Z,,2026-09-13,4,5.5436,,Overdue,1,2026-09-14T00:00:00Z
INC-0153,Operations,Access,High,Open,2026-09-13T05:44:06Z,,2026-09-13,8,18.265,,Overdue,1,2026-09-14T00:00:00Z
INC-0154,Finance,Network,High,Resolved,2026-09-09T13:38:49Z,2026-09-09T20:59:13Z,2026-09-09,8,7.34,7.34,Met,0,2026-09-14T00:00:00Z
INC-0155,Finance,Device,Medium,Resolved,2026-08-28T21:58:37Z,2026-08-29T14:04:01Z,2026-08-28,24,16.09,16.09,Met,0,2026-09-14T00:00:00Z
INC-0156,Finance,Device,High,Resolved,2026-09-12T15:46:48Z,2026-09-12T20:21:36Z,2026-09-12,8,4.58,4.58,Met,0,2026-09-14T00:00:00Z
INC-0157,Sales,Reporting,Medium,Open,2026-09-12T20:23:40Z,,2026-09-12,24,27.6056,,Overdue,1,2026-09-14T00:00:00Z
INC-0158,ICT,Reporting,Medium,Resolved,2026-08-21T17:06:18Z,2026-08-23T10:10:30Z,2026-08-21,24,41.07,41.07,Breached,0,2026-09-14T00:00:00Z
INC-0159,Operations,Business application,Medium,Resolved,2026-09-12T08:48:11Z,2026-09-12T12:41:35Z,2026-09-12,24,3.89,3.89,Met,0,2026-09-14T00:00:00Z
INC-0160,Finance,Network,Low,In Progress,2026-09-12T18:54:17Z,,2026-09-12,72,29.0953,,On track,1,2026-09-14T00:00:00Z
INC-0161,ICT,Network,Low,Resolved,2026-09-04T00:05:31Z,2026-09-07T08:07:55Z,2026-09-04,72,80.04,80.04,Breached,0,2026-09-14T00:00:00Z
INC-0162,People & Culture,Device,High,Open,2026-09-13T21:51:31Z,,2026-09-13,8,2.1414,,On track,1,2026-09-14T00:00:00Z
INC-0163,Operations,Reporting,High,Resolved,2026-09-10T19:13:53Z,2026-09-11T04:09:41Z,2026-09-10,8,8.93,8.93,Breached,0,2026-09-14T00:00:00Z
